용어,설명
"대전차방어 [對戰車防禦, Anti-Tank Defense]",대전차 장벽(자연 및 인공장애물) 및 대전차 특공대(화기) 운용 등으로 방어의 전 종심에 걸쳐 편성된 적 전차 운용에 대한 방어작전.
"대태업 [對怠業, Counter Sabotage]","어떤 국가의 방위력 또는 전쟁 잠재력을 방해하거나 좌절시키기 위하여 여러 가지 수단과 방법으로 그 국가의 정상적인 모든 기능을 고의적, 계획적으로 파괴하거나 분열시키는 행위를 방지하기 위하여 실시하는 대정보 활동."
"도중지연 [途中遲延, delayed on route]",휴가가 끝난 다음 귀화할 때 새로운 주둔지나 임시 임무로 인하여 귀대 시간이 지연되는 것.
"돌격사격 [突擊射擊, assault fire]",돌격 시 통상 허리총 또는 서서쏴 자세로 하는 사격.
"돌격예정표 [突擊豫定表, Assault Schedule]","해안에 상륙하는 주파의 진형, 구성 및 시간 등을 명시한 상륙계획서류."
"돌격항공기 [突擊航空機, Assault Aircraft]","상륙작전시 상륙목표지역으로 돌격부대와 화물을 이송하며, 재보급지원을 수행하는 헬리콥터를 포함한 고정익 항공기."
돌격후속제대-상륙 [Assault Follow-On Echelon-Amphibious],"돌격 초기에는 필요치 않으나 그 돌격을 지원하고 유지하는 데 필요한 돌격부대. 차량, 항공기 장비 및 보급품을 포함하는 작전제대. 이러한 목적을 달성하기 위하여 통상 상륙작전 개시후 5일 이내에 목표지역에서 이 후속제대가 요구됨."
"동맹 [同盟, Alliance]","국가들의 공동 이익을 촉진시킬 목적으로 장기적 성격의 목표들을 위해 2개 이상의 국가들이 체결한 공식 협정의 결과로써, 일반적으로 동맹작전은 연합작전(Combined Operations)을 의미함. 예) 나토"
"디지털화 전장 [-化戰場, Digital]",디지털 정보통신망을 통하여 정보를 실시간에 수직·수평적으로 유통시킴으로써 전 전투원이 전장상황을 공통 인식하여 신속히 조치할 수 있도록 구성된 미래의 전장.
"레이더 관제 [-管制, Radar Control]","레이더 감시와 더불어 항공기의 방향, 고도, 분리 등을 통제하여 방공요격관제, 계기비행, 귀환관제, 조종사 요구 등의 관제업무."
"레이저추적 [-追跡, Laser Homing]",레이저광을 감지하여 추적하는 것.
로켓 썰매 [rocket sled],"레일 위를 달리며, 로켓엔진에 의하여 가속되어 고속을 내는 썰매. G허용량의 결정 및 불시착시의 생존 기술 개발에 쓰여짐."
마르테 [Marte],이탈리아군의 공대함 미사일. 사거리 24㎞.
"마찰방지장치 [摩擦防止裝置, antifriction device]","포를 조준함에 있어서 마찰을 감소시키는 기계장치로서, 포를 주 베어링대로부터 들어 올리고 그 포가 이동하는 동안 가볍게, 또한 자유로 회전하는 베어링대 상에서 포가 받쳐지게 하는 것."
"망명정권 [亡命政權, governmentinexile]",외국에 점령되었거나 국내에 혁명이 일어나 현 집권층의 일부가 외국에 나가서 정부를 조직하고 소수 국가로부터 정통정부임을 인정받은 정권.
"모략망 [謀略網, conspirator's web]",적군 또는 적국을 해치기 위하여 쳐 놓은 계략망.
"목시요격기 [目視邀擊機, visual interceptor]","야간 또는 주간의 여러 조건 하에서, 목표를 목시수단 이외는 다른 방법으로 요격하는 특별장치가 없는 요격기."
"목표당착 [目標撞着, time over target conflict]","위력, 시간, 거리 또는 이 3요소 모두에 관한 설정된 분리기준이 손상될 정도까지, 발사기기 2개 이상이 근접하여 발사하는 상황."
"묘쇄판 [錨鏁板, flash plate]",닻줄을 얹어 놓은 함수부(艦首部)의 금속판.
"무경고노출 [無警告露出, exposed unwarned]",핵무기를 공격할 때 우군 부대에 방호를 취할 여유를 주지 않은 상태.
"무경고하 기습공격 [無警告下奇襲攻擊, No Warning Surprise]","상대가 공격징후를 사전에 포착치 못하게 하거나, 적절한 전투준비태세를 유지할 시간적 여유를 주지 않고 전쟁(전투)으로 돌입하는 상태."
"무선거리 [無線距離, radio range]",무선에 의해 목표물의 거리를 결정하는 위치 결정법.
"무선유도장치 [無線誘導裝置, radio guidance system]",무선 신호를 사용하여 미사일을 유도하는 것.
"무저항 [無抵抗, nonresistance]",1. 학대를 받으면서도 저항하지 않고 사랑으로 침략자를 감화시키는 것. 2. 공격에 대해 저항하지 않는 것.
"무조명야간공격 [無照明 夜間攻擊, blackout night attack, nonilluminated night attack]",1. 기도비닉을 유지하여 기습효과를 달성하기 위하여 자연계로부터 광명만을 이용하여 야음을 이용하여 실시하는 공격. 2. 기도를 숨기고 기습을 달성하기 위하여 인공적인 조명을 하지 않고 야간에 실시하는 공격. 단 조명 준비는 하고 있어야 함.
"무차별 폭격지대 [無差別 爆擊地帶, blind bombing zone]",우군의 작전 또는 공격에 제한을 받지 않고 항공작전을 수행할 목적으로 무차별 폭격을 실시하도록 설정된 지역.
"무형전력 [無形戰力, Intangible Combat Power]",전기숙달 등의 기술전력과 전략 등의 운용전력 그리고 장병들의 의지력을 본질로 하는 정신전력으로 구성되는 전력.
"물자동원 [物資動員, Material Mobilization]","전시에 소요되는 필요한 물자, 장비, 시설, 업체 등의 자원을 국가안전보장 목표달성을 위하여 효율적으로 통제, 관리하는 국가권력 작용을 말하며, 물자동원의 목표는 전시 또는 국가비상사태시 소요되는 물자를 적기적소에 동원하여 군사작전 소요를 충족시켜지원함으로써 전쟁지속능력을 극대화하는 데 있음."
"민간 공중초계부대 [民間 空中哨戒部隊, civil air patrol]",지원에 의한 준군사적 민간 보조 항공부대로서 항공대에 의하여 감독 및 관리되며 국가 도는 지방의 비상시에 원조하도록 훈련되고 장비되어있음.
"민병제도 [民兵制度, military service system]","역사적으로 민병제도는 병 훈련의 주안점을 다병, 중병주의에 두었던 제도로서, 장비를 담당할 군대 혹은 골간이 될 간부만 평시 지원병으로 확보하고 국민 중의 나머지 대다수는 단기 군대교육을 통해 유사시 동원할 수 있도록 대비하였음."
"밀집종대 [密集縱隊, close column]",1. 보통간격보다 좁은 간격으로 각 소대를 배열하는 훈련대형. 2. 앞뒤 차량과의 운전안전거리까지로 좁힌 차량종대.
"밀집집결 [密集集結, close concentration]",조밀하게 병력이 집결되어 있는 것.
"반장약 [半裝藥, half-charge]",발사 거리를 증감하는 데 사용하는 온전한 장약의 1/2 분량.
"반합 [飯盒, dixie]",밥을 지어 먹는 데 쓰는 알루미늄제 군용 밥그릇.
"반향음 측거 [反響音測距, Echo Ranging]",음파를 발사한 후 음파가 물체에 반사되어 되돌아오는 시간을 측정하여 그 물체의 거리와 방위를 구하는 것.
"발사! [發射!, Fire!]",화기의 발사를 위하여 내리는 구령.
"발사연막 [發射煙幕, projected smoke]","포탄처럼 투발되는 무기로서, 연막을 산포하는 것."
"발연통 [發煙筒, smoke pot]",연막 혼합물을 연소시켜서 조밀한 연기를 내게 하는 소모탄.
"발연화약 [發煙火藥, smokepuff charge]",연막을 발생하는 화약.
"방사능 방어훈련 [放射能 防禦訓練, decontamination training]","화학작용제에 오염된 인체, 장비, 시설 및 지역을 제독제, 제독장비 및 물자를 이용하여 제독하는 방법을 숙달시키는 훈련."
"연합합동 작전본부 [聯合合同 作戰本部, Combined Joint Operations Center]",2개국 이상이 연합군 3군 합동작전을 수행하는 지휘본부.
"영상해석 [影像解釋, Imagery Interpretation]","영상에 나타난 물체, 활동과 지형의 위치확인, 인식, 식별 그리고 설명하는 과정."
"예광탄 [曳光彈, flame trace, light tracer]","1. 비탄중에 연소하는 화학혼합체가 들어있는 탄약의 일종으로 사탄관측 및 신호용으로 사용됨. 2. 발사하였을 때 탄저(彈底)에서 빛을 내며 날아가는 탄환. 공중전에서 탄도를 확인하기 위해, 또는 야간 전투 때 신호하거나 목표물을 지시하기 위해 사용됨."
"외부사격방법 [外部射擊方法, external mode]","20밀리 대공포 사격방법의 하나로서, 화포를 조작하는 사수와 외부사거리 조정기에 있는 사거리 표정 분대장이 긴밀한 협조 하에 선택 스위치를 외부 위치에 놓고 사격하는 것."
"요격관제 [邀擊管制, Intercept Control]",출동한 요격기를 전술적으로 유리한 위치에 근접시키는 방법으로 직접관제와 원격관제가 있음. 1. 직접관제：방공관제기구에서 전술기에 유도명령을 직접 지시하고 적기의 정보를 제공하는 방법. 2. 원격관제：적기가 동시에 대량으로 침투시 또는 방공관제기구에서 관제능력이 초과되는 경우 적용되는 관제방법.
"요란 [搖亂, Harassment]",극심한 살상 또는 피해보다 오히려 부대 또는 시설의 활동을 방해하여 본연의 임무수행에 장애를 주는 행위.
"요청폭격 [要請爆擊, mission call]",어떤 목표물을 폭격해 달라는 특수요청을 받고 실시되는 항공지원 폭격작전을 말함.
"운용교리 [運用敎理, Operating Doctrine]","기준교리를 근거로 한 작전의 형태 또는 지원 기능 분야별로 분류하며 전술, 기술 및 절차 분야를 포함하여 발전시킨 교리를 말함."
"원자력추진 항공모함 [原子力推進 航空母艦, nuclear-powered aircraft carrier]",원자력 엔진을 장비한 항공모함으로서 연료 보급 문제가 적기 때문에 해군기지에 의존하는 일이 적음.
"원자력항공기 [原子力航空機, nuclear-propulsion aircraft]",원자력 기관을 동력으로 사용하는 항공기로서 연료 소비량이 적어 장거리 또는 장시간 비행 가능함.
"유도체계 [誘導體系, Guidance System]","표적자료와 관계되는 비행정보를 평가하고, 유도탄의 비행통제체계에 필요한 명령을 송신하는 것과 유도탄의 비행통제 계통에 전달하는 체계."
"유산탄 [留散彈, shrapnel]","기부의 화약으로 추진되고 시한 신관으로 폭발하는 세열파편 포탄. 19세기 초에 영국의 Shrapnel장군이 발명하였으며, 오늘날에도 쓰이고 있음."
"유한억지전략 [有限抑止戰略, limited deterrent strategy]","핵전 전략개념으로, 일단 소련이 미국에 대해 핵 공격을 선제공격으로 가해 온다는 가정 하에 미국의 잔존 보복력으로써 소련의 중요 도시 및 전략 목표를 공격한다는 전략."
"유효사격지대 [有效射擊地帶, zone of effective fire]",총포탄 75%가 명중하는 지역.
"육군규정 [陸軍規定, army regulation]","전 육군에 적용되는 영구 또는 반영구적인 기본방침, 지시, 군 운영관리에 관한 행정절차, 책임한계를 수록한 것."
"육로통제명령 [陸路統制命令, highway regulation order]","특수한 부대의 통로계획표로서 일자, 시간, 행군속도 및 기타 세부사항을 기술한 명령."
"윤곽표적 [輪廓標的, silhouette target]","1. 형상은 명백히 보이지 않지만, 암영으로서 윤곽이 현저히 나타난 표적. 2. 암영으로 윤곽이 현저히 나타난 인원 혹은 물체의 영상으로 만들어진 연습용 표적."
"음향측심장비 [音響測深裝備, Echo Sound Equipment]",음파를 수중으로 발사하여 음파가 해저에서 반사되어 되돌아오는 시간을 측정하여 용골 아래의 수심을 측정하는 기구.
